,Date,type,value,area
404,01-May-08,westmidlands_pred,92.478508,Westmidlands
405,01-May-08,east_pred,91.250877,East
406,01-May-08,london_pred,82.935539,London
407,01-May-08,southeast_pred,88.474472,Southeast
408,01-May-08,southwest_pred,89.733337,Southwest
409,01-May-08,england_pred,87.927284,England
410,01-Jun-08,northeast_pred,93.717552,Northeast
411,01-Jun-08,northwest_pred,93.605377,Northwest
412,01-Jun-08,yorkshireandthehumber_pred,92.363106,Yorkshire
413,01-Jun-08,eastmidlands_pred,92.537315,Eastmidlands
414,01-Jun-08,westmidlands_pred,92.600227,Westmidlands
415,01-Jun-08,east_pred,91.393974,East
416,01-Jun-08,london_pred,83.122063,London
417,01-Jun-08,southeast_pred,88.638176,Southeast
418,01-Jun-08,southwest_pred,89.885765,Southwest
419,01-Jun-08,england_pred,88.083076,England
420,01-Jul-08,northeast_pred,93.793144,Northeast
421,01-Jul-08,northwest_pred,93.698143,Northwest
422,01-Jul-08,yorkshireandthehumber_pred,92.475555,Yorkshire
423,01-Jul-08,eastmidlands_pred,92.675201,Eastmidlands
424,01-Jul-08,westmidlands_pred,92.718018,Westmidlands
425,01-Jul-08,east_pred,91.532463,East
426,01-Jul-08,london_pred,83.302567,London
427,01-Jul-08,southeast_pred,88.7966,Southeast
428,01-Jul-08,southwest_pred,90.033279,Southwest
429,01-Jul-08,england_pred,88.233856,England
430,01-Aug-08,northeast_pred,93.871254,Northeast
431,01-Aug-08,northwest_pred,93.793999,Northwest
432,01-Aug-08,yorkshireandthehumber_pred,92.591759,Yorkshire
433,01-Aug-08,eastmidlands_pred,92.81768,Eastmidlands
434,01-Aug-08,westmidlands_pred,92.839737,Westmidlands
435,01-Aug-08,east_pred,91.67556,East
436,01-Aug-08,london_pred,83.48909,London
437,01-Aug-08,southeast_pred,88.960304,Southeast
438,01-Aug-08,southwest_pred,90.185707,Southwest
439,01-Aug-08,england_pred,88.389656,England
440,01-Sep-08,northeast_pred,93.949371,Northeast
441,01-Sep-08,northwest_pred,93.889854,Northwest
442,01-Sep-08,yorkshireandthehumber_pred,92.707954,Yorkshire
443,01-Sep-08,eastmidlands_pred,92.960159,Eastmidlands
444,01-Sep-08,westmidlands_pred,92.961456,Westmidlands
445,01-Sep-08,east_pred,91.818657,East
446,01-Sep-08,london_pred,83.675613,London
447,01-Sep-08,southeast_pred,89.124016,Southeast
448,01-Sep-08,southwest_pred,90.338135,Southwest
449,01-Sep-08,england_pred,88.545456,England
450,01-Oct-08,northeast_pred,94.024963,Northeast
451,01-Oct-08,northwest_pred,93.98262,Northwest
452,01-Oct-08,yorkshireandthehumber_pred,92.820404,Yorkshire
453,01-Oct-08,eastmidlands_pred,93.098045,Eastmidlands
454,01-Oct-08,westmidlands_pred,93.079254,Westmidlands
455,01-Oct-08,east_pred,91.957138,East
456,01-Oct-08,london_pred,83.856117,London
457,01-Oct-08,southeast_pred,89.28244,Southeast
458,01-Oct-08,southwest_pred,90.485641,Southwest
459,01-Oct-08,england_pred,88.696228,England
460,01-Nov-08,northeast_pred,94.103073,Northeast
461,01-Nov-08,northwest_pred,94.078476,Northwest
462,01-Nov-08,yorkshireandthehumber_pred,92.9366,Yorkshire
463,01-Nov-08,eastmidlands_pred,93.240524,Eastmidlands
464,01-Nov-08,westmidlands_pred,93.200974,Westmidlands
465,01-Nov-08,east_pred,92.100235,East
466,01-Nov-08,london_pred,84.042641,London
467,01-Nov-08,southeast_pred,89.446144,Southeast
468,01-Nov-08,southwest_pred,90.638069,Southwest
469,01-Nov-08,england_pred,88.852028,England
470,01-Dec-08,northeast_pred,94.178665,Northeast
471,01-Dec-08,northwest_pred,94.171242,Northwest
472,01-Dec-08,yorkshireandthehumber_pred,93.049057,Yorkshire
473,01-Dec-08,eastmidlands_pred,93.37841,Eastmidlands
474,01-Dec-08,westmidlands_pred,93.318764,Westmidlands
475,01-Dec-08,east_pred,92.238724,East
476,01-Dec-08,london_pred,84.223145,London
477,01-Dec-08,southeast_pred,89.604568,Southeast
478,01-Dec-08,southwest_pred,90.785576,Southwest
479,01-Dec-08,england_pred,89.0028,England
480,01-Jan-09,northeast_pred,94.256775,Northeast
481,01-Jan-09,northwest_pred,94.267097,Northwest
482,01-Jan-09,yorkshireandthehumber_pred,93.165253,Yorkshire
483,01-Jan-09,eastmidlands_pred,93.520889,Eastmidlands
484,01-Jan-09,westmidlands_pred,93.440483,Westmidlands
485,01-Jan-09,east_pred,92.381821,East
486,01-Jan-09,london_pred,84.409668,London
487,01-Jan-09,southeast_pred,89.76828,Southeast
488,01-Jan-09,southwest_pred,90.938004,Southwest
489,01-Jan-09,england_pred,89.1586,England
490,01-Feb-09,northeast_pred,94.334892,Northeast
491,01-Feb-09,northwest_pred,94.362953,Northwest
492,01-Feb-09,yorkshireandthehumber_pred,93.281448,Yorkshire
493,01-Feb-09,eastmidlands_pred,93.663368,Eastmidlands
494,01-Feb-09,westmidlands_pred,93.562202,Westmidlands
495,01-Feb-09,east_pred,92.524918,East
496,01-Feb-09,london_pred,84.596191,London
497,01-Feb-09,southeast_pred,89.931984,Southeast
498,01-Feb-09,southwest_pred,91.090431,Southwest
499,01-Feb-09,england_pred,89.3144,England
500,01-Mar-09,northeast_pred,94.405441,Northeast
501,01-Mar-09,northwest_pred,94.449539,Northwest
502,01-Mar-09,yorkshireandthehumber_pred,93.386406,Yorkshire
503,01-Mar-09,eastmidlands_pred,93.792061,Eastmidlands
504,01-Mar-09,westmidlands_pred,93.672142,Westmidlands
505,01-Mar-09,east_pred,92.654167,East
506,01-Mar-09,london_pred,84.764664,London
507,01-Mar-09,southeast_pred,90.079849,Southeast
508,01-Mar-09,southwest_pred,91.228111,Southwest
509,01-Mar-09,england_pred,89.455124,England
510,01-Apr-09,northeast_pred,94.483551,Northeast
511,01-Apr-09,northwest_pred,94.545395,Northwest
