,Date,england,northeast,northwest,yorkshireandthehumber,eastmidlands,westmidlands,east,london,southeast,southwest,level_11,value
159,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,england_error,-0.3813858
160,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,northeast_pred,91.187729
161,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,northeast_error,-3.2877274
162,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,northwest_pred,90.500839
163,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,northwest_error,-1.1008377
164,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,yorkshireandthehumber_pred,88.599777
165,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,yorkshireandthehumber_error,-1.8997803
166,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,eastmidlands_pred,87.922798
167,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,eastmidlands_error,1.8772049
168,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,westmidlands_pred,88.658081
169,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,westmidlands_error,0.44191742
170,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,east_pred,86.75943
171,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,east_error,0.64057159
172,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,london_pred,77.081146
173,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,london_error,-0.88114929
174,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,southeast_pred,83.336205
175,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,southeast_error,0.66379547
176,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,southwest_pred,84.949081
177,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,southwest_error,0.15091705
178,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,england_pred,83.037186
179,01-Sep-05,82.699997,87.900002,89.400002,86.699997,89.800003,89.099998,87.400002,76.199997,84.0,85.099998,england_error,-0.33718872
180,01-Oct-05,82.800003,88.099998,89.5,87.0,90.099998,89.199997,87.699997,76.199997,84.099998,85.199997,northeast_pred,91.263321
181,01-Oct-05,82.800003,88.099998,89.5,87.0,90.099998,89.199997,87.699997,76.199997,84.099998,85.199997,northeast_error,-3.1633224
182,01-Oct-05,82.800003,88.099998,89.5,87.0,90.099998,89.199997,87.699997,76.199997,84.099998,85.199997,northwest_pred,90.593605
183,01-Oct-05,82.800003,88.099998,89.5,87.0,90.099998,89.199997,87.699997,76.199997,84.099998,85.199997,northwest_error,-1.093605
184,01-Oct-05,82.800003,88.099998,89.5,87.0,90.099998,89.199997,87.699997,76.199997,84.099998,85.199997,yorkshireandthehumber_pred,88.712227
185,01-Oct-05,82.800003,88.099998,89.5,87.0,90.099998,89.199997,87.699997,76.199997,84.099998,85.199997,yorkshireandthehumber_error,-1.7122269
